epoch,loss,val_loss
0,0.09762648493051529,0.0756974145770073
1,0.07465862482786179,0.07394213229417801
2,0.07341083139181137,0.07308132946491241
3,0.0729118138551712,0.07278437167406082
4,0.07266363501548767,0.07255646586418152
5,0.07247646898031235,0.07243578135967255
6,0.07237856090068817,0.07235971838235855
7,0.07229012995958328,0.07209818065166473
8,0.07197656482458115,0.07187336683273315
9,0.07185287028551102,0.07180819660425186
10,0.07178880274295807,0.07175566256046295
11,0.07171112298965454,0.07169544696807861
12,0.07162104547023773,0.0715460330247879
13,0.07142855226993561,0.07132840901613235
14,0.07127153128385544,0.07120628654956818
15,0.07123681157827377,0.071133092045784
16,0.07105974853038788,0.07104194909334183
17,0.07104252278804779,0.07106699049472809
18,0.0709439292550087,0.07091858237981796
19,0.07091575860977173,0.07087929546833038
20,0.07079719007015228,0.07084605097770691
21,0.07074064761400223,0.07089699059724808
22,0.07066427171230316,0.07063610106706619
23,0.07065838575363159,0.0705975666642189
24,0.07054455578327179,0.07054174691438675
25,0.07053358107805252,0.07048328965902328
26,0.07046771794557571,0.0704859271645546
27,0.07040178775787354,0.07038740813732147
28,0.07037146389484406,0.07035477459430695
29,0.07029332965612411,0.07029520720243454
30,0.07030045986175537,0.07025101780891418
31,0.07021122425794601,0.07021383196115494
32,0.07020612806081772,0.07017765939235687
33,0.07014887779951096,0.07018556445837021
34,0.07011023163795471,0.070083849132061
35,0.07003200799226761,0.06998113542795181
36,0.06994268298149109,0.06990407407283783
37,0.06988101452589035,0.06986302882432938
38,0.06980620324611664,0.0699021965265274
39,0.06976505368947983,0.06976243853569031
40,0.06974524259567261,0.0697169303894043
41,0.06972081959247589,0.06972167640924454
42,0.06964729726314545,0.06964409351348877
43,0.0696246400475502,0.06962079554796219
44,0.06957635283470154,0.06968577951192856
45,0.06955654919147491,0.06953008472919464
46,0.06950124353170395,0.06948960572481155
47,0.06948450952768326,0.06945051997900009
48,0.06940534710884094,0.06944407522678375
49,0.06939202547073364,0.0693679228425026
50,0.06938479840755463,0.0693448856472969
51,0.06928269565105438,0.06927931308746338
52,0.06928427517414093,0.06924735009670258
53,0.06919725239276886,0.06929297745227814
54,0.06916611641645432,0.06914928555488586
55,0.0691455528140068,0.06910201907157898
56,0.0690571740269661,0.0690426155924797
57,0.06898815929889679,0.06896420568227768
58,0.06892462074756622,0.06891867518424988
59,0.06890222430229187,0.0688798800110817
60,0.0688481554389,0.06886148452758789
61,0.06881377100944519,0.06889946013689041
62,0.06877339631319046,0.06878596544265747
63,0.06874566525220871,0.06872327625751495
64,0.06868042051792145,0.06869176030158997
65,0.06863971799612045,0.06869594752788544
66,0.06862398236989975,0.06861309707164764
67,0.06860299408435822,0.06862176954746246
68,0.06857487559318542,0.06858187168836594
69,0.06853470951318741,0.0685603991150856
70,0.0685202106833458,0.06851135939359665
71,0.06852710247039795,0.06852760910987854
72,0.06877288967370987,0.06858088076114655
73,0.06846588850021362,0.06845156103372574
74,0.06840643286705017,0.06841757148504257
75,0.06837576627731323,0.068385548889637
76,0.06834107637405396,0.06834984570741653
77,0.06833244860172272,0.06832040101289749
78,0.068311907351017,0.06829705834388733
79,0.06826382130384445,0.06832647323608398
80,0.06826254725456238,0.06825622171163559
81,0.06824466586112976,0.06824952363967896
82,0.06820961833000183,0.06826737523078918
83,0.06822872906923294,0.06821419298648834
84,0.06818137317895889,0.06824185699224472
85,0.06818395853042603,0.06818477809429169
86,0.06817017495632172,0.06819360703229904
87,0.0681423544883728,0.06817910820245743
88,0.06814734637737274,0.06814584881067276
89,0.06813301891088486,0.06813573092222214
90,0.0681220069527626,0.06815476715564728
91,0.06809206306934357,0.06810493022203445
92,0.06812908500432968,0.06811466068029404
93,0.06806954741477966,0.06808147579431534
94,0.06805851310491562,0.06807166337966919
95,0.06805399060249329,0.06805787235498428
96,0.06803829967975616,0.06805494427680969
97,0.06802550703287125,0.06803319603204727
98,0.06802242994308472,0.06801875680685043
99,0.06800588965415955,0.06801385432481766
100,0.06799912452697754,0.06802497804164886
101,0.06796897202730179,0.067985899746418
102,0.0679745152592659,0.06797505170106888
103,0.06796988099813461,0.06798969954252243
104,0.06794538348913193,0.06795226782560349
105,0.06793897598981857,0.06794661283493042
106,0.06791890412569046,0.06795370578765869
107,0.06792192906141281,0.06797412782907486
108,0.067912757396698,0.06792226433753967
109,0.0679137334227562,0.06791786104440689
110,0.06790592521429062,0.06791822612285614
111,0.06788401305675507,0.06790384650230408
112,0.06788550317287445,0.06789303570985794
113,0.06788048148155212,0.06795960664749146
114,0.0678686648607254,0.06787671148777008
115,0.06786998361349106,0.0678764060139656
116,0.06784728169441223,0.06790758669376373
117,0.06785684823989868,0.06785975396633148
118,0.06783979386091232,0.06786300241947174
119,0.06783201545476913,0.06795965135097504
120,0.06783748418092728,0.06783610582351685
121,0.06781827658414841,0.06783714890480042
122,0.0678020566701889,0.06785238534212112
123,0.06780441850423813,0.06780774891376495
124,0.06779485940933228,0.06780248880386353
125,0.06778436154127121,0.06782353669404984
126,0.06777530163526535,0.06780309230089188
127,0.06777125597000122,0.06778039038181305
128,0.06778054684400558,0.06778129190206528
129,0.0677560344338417,0.06777961552143097
130,0.067746601998806,0.06778134405612946
131,0.06773848086595535,0.06775865703821182
132,0.06773719191551208,0.06777035444974899
133,0.06772780418395996,0.06773660331964493
134,0.06771805137395859,0.0677277147769928
135,0.0677153468132019,0.06772410869598389
136,0.06770391762256622,0.06771571189165115
137,0.06769334524869919,0.06771750748157501
138,0.0676901638507843,0.06772252917289734
139,0.06768009066581726,0.0677451491355896
140,0.06767723709344864,0.06768738478422165
141,0.06767087429761887,0.06768564134836197
142,0.06766313314437866,0.06767448782920837
143,0.06765120476484299,0.06766164302825928
144,0.06762250512838364,0.06767893582582474
145,0.06759171932935715,0.0676015168428421
146,0.06757555902004242,0.06758418679237366
147,0.06757184118032455,0.06757844984531403
148,0.06756087392568588,0.06757915765047073
149,0.06755881756544113,0.06759394705295563
150,0.06755028665065765,0.06757929176092148
151,0.06755062192678452,0.06756320595741272
152,0.06754884123802185,0.06756570190191269
153,0.06754254549741745,0.0675676092505455
154,0.06753839552402496,0.06758366525173187
155,0.06754055619239807,0.0675603598356247
156,0.06753639876842499,0.06754294037818909
157,0.0675211027264595,0.06753407418727875
158,0.06751078367233276,0.06754765659570694
159,0.0675099715590477,0.06753358244895935
160,0.06750932335853577,0.0675273984670639
161,0.06750862300395966,0.0675288736820221
162,0.06750450283288956,0.06754685193300247
163,0.06750135868787766,0.06752575933933258
164,0.06750551611185074,0.0675240308046341
165,0.0675022155046463,0.06752636283636093
166,0.06749818474054337,0.06754021346569061
167,0.06749774515628815,0.06752811372280121
168,0.0674966499209404,0.06751736998558044
169,0.06749533861875534,0.06751388311386108
170,0.06749946624040604,0.06751375645399094
171,0.06748974323272705,0.06753542274236679
172,0.06748926639556885,0.06750871241092682
173,0.06748897582292557,0.06751354038715363
174,0.06748697906732559,0.06750399619340897
175,0.06748947501182556,0.06750553101301193
176,0.0674816146492958,0.06749019026756287
177,0.06745906174182892,0.06749571114778519
178,0.06744943559169769,0.0674758031964302
179,0.0674411877989769,0.06747700273990631
180,0.0674298033118248,0.06746047735214233
181,0.06743040680885315,0.06744594871997833
182,0.06742580980062485,0.06744518876075745
183,0.0674225389957428,0.06745234876871109
184,0.06741710007190704,0.06744187325239182
185,0.0674174502491951,0.0674370676279068
186,0.0674157664179802,0.06744331866502762
187,0.06741228699684143,0.06743910908699036
188,0.0674077495932579,0.06742889434099197
189,0.06740514189004898,0.06743425130844116
190,0.06740202754735947,0.06742934882640839
191,0.0674033984541893,0.06742272526025772
192,0.06740207970142365,0.06743386387825012
193,0.06739730387926102,0.06742377579212189
194,0.06740017980337143,0.06741794943809509
195,0.06739570200443268,0.0674305185675621
196,0.06738598644733429,0.06740980595350266
197,0.06738602370023727,0.06740273535251617
198,0.06738228350877762,0.0674113854765892
199,0.06737693399190903,0.06740999966859818
