epoch,loss,val_loss
0,0.17188534140586853,0.1287994235754013
1,0.12548960745334625,0.12384290993213654
2,0.12307748198509216,0.12260903418064117
3,0.12192852050065994,0.12148134410381317
4,0.12099608778953552,0.12070009112358093
5,0.12021398544311523,0.11999448388814926
6,0.11962573230266571,0.11944279074668884
7,0.11909951269626617,0.11895326524972916
8,0.11864221841096878,0.1185247078537941
9,0.11826134473085403,0.11819055676460266
10,0.117953822016716,0.11791671812534332
11,0.11763765662908554,0.11758409440517426
12,0.117320716381073,0.11716892570257187
13,0.11691370606422424,0.11680462956428528
14,0.11654955893754959,0.11657513678073883
15,0.11628182977437973,0.11627009510993958
16,0.11608008295297623,0.1160520687699318
17,0.11586636304855347,0.11585981398820877
18,0.1155412346124649,0.11560817062854767
19,0.11535851657390594,0.1154155433177948
20,0.11522580683231354,0.11532291024923325
21,0.11512789130210876,0.11518768221139908
22,0.11505120992660522,0.11510097980499268
23,0.11495255678892136,0.11500777304172516
24,0.11486134678125381,0.11510585993528366
25,0.11478353291749954,0.11483501642942429
26,0.11471141874790192,0.11478113383054733
27,0.1146102249622345,0.11471650749444962
28,0.11456049233675003,0.11462490260601044
29,0.11451566219329834,0.11460309475660324
30,0.11441940814256668,0.11450517922639847
31,0.11438975483179092,0.11445602774620056
32,0.11433705687522888,0.1144474521279335
33,0.1142921969294548,0.11461186408996582
34,0.11422926932573318,0.11426644772291183
35,0.1141638308763504,0.11425528675317764
36,0.11405716836452484,0.1141541600227356
37,0.11402969807386398,0.11410075426101685
38,0.1140298917889595,0.11409255862236023
39,0.11392274498939514,0.11401936411857605
40,0.11393199861049652,0.11399220675230026
41,0.11384505033493042,0.11401461064815521
42,0.11383800208568573,0.1142640933394432
43,0.11380532383918762,0.11385169625282288
44,0.11371239274740219,0.11382156610488892
45,0.11371678113937378,0.11380329728126526
46,0.11366927623748779,0.1137920543551445
47,0.11368554830551147,0.11376125365495682
48,0.11364709585905075,0.11376632750034332
49,0.11361147463321686,0.11378933489322662
50,0.11360399425029755,0.11369158327579498
51,0.11359508335590363,0.11368062347173691
52,0.11353480815887451,0.11364717036485672
53,0.11353713274002075,0.11362200230360031
54,0.1134960725903511,0.11359507590532303
55,0.11345447599887848,0.11356476694345474
56,0.11350308358669281,0.11354656517505646
57,0.11340951919555664,0.11352192610502243
58,0.11342162638902664,0.11352111399173737
59,0.11337877810001373,0.11348352581262589
60,0.11335934698581696,0.1135934591293335
61,0.11335864663124084,0.11344609409570694
62,0.11332563310861588,0.11361248791217804
63,0.11331869661808014,0.11340750008821487
64,0.11327043920755386,0.11339505761861801
65,0.11326920241117477,0.11336281150579453
66,0.11323422193527222,0.11349183320999146
67,0.11324767768383026,0.11331949383020401
68,0.1131829097867012,0.11329750716686249
69,0.11323289573192596,0.11329340189695358
70,0.11314474046230316,0.11325614154338837
71,0.11312396824359894,0.11325018852949142
72,0.11311177164316177,0.11321880668401718
73,0.1131172776222229,0.11320279538631439
74,0.11306782066822052,0.11318158358335495
75,0.11307510733604431,0.11317165940999985
76,0.11303076148033142,0.11314359307289124
77,0.1130184456706047,0.11312008649110794
78,0.11301950365304947,0.1131555363535881
79,0.11296740919351578,0.11307099461555481
80,0.11293530464172363,0.11308836191892624
81,0.11298153549432755,0.11302450299263
82,0.11288534104824066,0.11299753934144974
83,0.11289794743061066,0.11304060369729996
84,0.11285585910081863,0.11296681314706802
85,0.11283551901578903,0.1129530668258667
86,0.11285950988531113,0.11298304051160812
87,0.11281786859035492,0.11292672902345657
88,0.11279614269733429,0.11292622983455658
89,0.11280293017625809,0.11290549486875534
90,0.11278378218412399,0.11303061246871948
91,0.11280836164951324,0.11288700997829437
92,0.112759530544281,0.11288464069366455
93,0.11275550723075867,0.11287332326173782
94,0.11274509876966476,0.11288103461265564
95,0.1127701848745346,0.11284995824098587
96,0.11271856725215912,0.11283590644598007
97,0.11271321028470993,0.11283046752214432
98,0.11271267384290695,0.11281761527061462
99,0.11268557608127594,0.11281195282936096
100,0.11270937323570251,0.11279387027025223
101,0.11266384273767471,0.11278634518384933
102,0.11266183108091354,0.11278212070465088
103,0.11265000700950623,0.11278747022151947
104,0.11266376078128815,0.1127643957734108
105,0.1126307025551796,0.11275191605091095
106,0.11263249069452286,0.11276791989803314
107,0.11262740939855576,0.11273857206106186
108,0.11262042820453644,0.11274619400501251
109,0.11262387782335281,0.11273461580276489
110,0.11260266602039337,0.1127299889922142
111,0.11260833591222763,0.11271876096725464
112,0.11259562522172928,0.11273138970136642
113,0.11258973926305771,0.11270497739315033
114,0.11259131133556366,0.11270321905612946
115,0.11257249116897583,0.1126939058303833
116,0.11256950348615646,0.11268382519483566
117,0.11256614327430725,0.11267360299825668
118,0.11252797394990921,0.1126437708735466
119,0.11250382661819458,0.11260638386011124
120,0.11249177157878876,0.112605020403862
121,0.1124739870429039,0.11260209232568741
122,0.11246869713068008,0.1125865951180458
123,0.11246229708194733,0.11258016526699066
124,0.11245635896921158,0.11257787048816681
125,0.11245039850473404,0.11256906390190125
126,0.11244841665029526,0.11257673054933548
127,0.1124390959739685,0.1125592365860939
128,0.11244282871484756,0.11255782842636108
129,0.1124340072274208,0.11257129162549973
130,0.11243248730897903,0.11255849897861481
131,0.11243192106485367,0.11254606395959854
132,0.11242450773715973,0.11255282908678055
133,0.11242416501045227,0.11255234479904175
134,0.11242251843214035,0.1125410720705986
135,0.11241581290960312,0.11255285143852234
136,0.11242153495550156,0.11255133897066116
137,0.11240743100643158,0.11252292990684509
138,0.11238780617713928,0.1124865785241127
139,0.11236029118299484,0.11247101426124573
140,0.11233826726675034,0.11246726661920547
141,0.11233299970626831,0.11245391517877579
142,0.11232494562864304,0.11244397610425949
143,0.11231894046068192,0.11244417726993561
144,0.11231820285320282,0.1124330461025238
145,0.11231209337711334,0.11243810504674911
146,0.11231253296136856,0.11242867261171341
147,0.11230916529893875,0.1124332845211029
148,0.1123054251074791,0.11243138462305069
149,0.1123058870434761,0.11242364346981049
150,0.11230295151472092,0.11242768913507462
151,0.1123020127415657,0.1124240830540657
152,0.11229930818080902,0.11242333054542542
153,0.1122998595237732,0.1124219074845314
154,0.11229686439037323,0.11242228746414185
155,0.11229513585567474,0.11241959035396576
156,0.11229347437620163,0.11241620779037476
157,0.1122925877571106,0.11241175979375839
158,0.11228974908590317,0.11241205036640167
159,0.11229053884744644,0.11240878701210022
160,0.11228615045547485,0.11240933835506439
161,0.1122862845659256,0.1124061718583107
162,0.1122848317027092,0.11240296810865402
163,0.11228042095899582,0.11240929365158081
164,0.11227861046791077,0.11239919811487198
165,0.1122884452342987,0.1124018058180809
166,0.11223749071359634,0.11234712600708008
167,0.11221820116043091,0.1123364046216011
168,0.11221136897802353,0.11233029514551163
169,0.1122095137834549,0.11233153939247131
170,0.11220750212669373,0.11232904344797134
171,0.11220557987689972,0.11232735216617584
172,0.11220425367355347,0.11232826113700867
173,0.11220323294401169,0.1123213842511177
174,0.11219821870326996,0.11230739951133728
175,0.11217806488275528,0.11233258992433548
176,0.11215316504240036,0.11226320266723633
177,0.11213043332099915,0.11224865168333054
178,0.11212282627820969,0.11225516349077225
179,0.11211990565061569,0.11223763972520828
180,0.1121152862906456,0.11223514378070831
